0.9481,0.31052,-0.068436,0,-0.314613,0.947302,-0.0603197,0,0.046099,0.0787199,0.99583,0,55.2977,39.3949,-109.741,1
0.948083,0.310611,-0.068262,0,-0.314696,0.947265,-0.060464,0,0.0458814,0.0788067,0.995834,0,55.2304,39.4032,-109.457,1
0.948069,0.31062,-0.0684186,0,-0.314714,0.947264,-0.0603893,0,0.0460523,0.0787856,0.995827,0,55.2356,39.4026,-109.098,1
0.948092,0.310548,-0.0684252,0,-0.314641,0.947291,-0.0603454,0,0.0460784,0.0787424,0.99583,0,55.259,39.4239,-108.755,1
0.948086,0.310576,-0.0683826,0,-0.314665,0.947283,-0.0603362,0,0.0460387,0.0787215,0.995833,0,55.2213,39.4078,-108.383,1
0.948085,0.310579,-0.0683778,0,-0.31467,0.947279,-0.0603836,0,0.0460189,0.0787653,0.995831,0,55.204,39.4225,-108.032,1
0.948062,0.310631,-0.0684555,0,-0.314727,0.947261,-0.0603628,0,0.0460947,0.0787725,0.995826,0,55.2137,39.3923,-107.648,1
0.94808,0.310598,-0.0683572,0,-0.314687,0.947274,-0.0603651,0,0.0460037,0.0787421,0.995833,0,55.1948,39.3948,-107.088,1
0.948082,0.310581,-0.0684112,0,-0.314674,0.947277,-0.0603874,0,0.0460492,0.0787794,0.995828,0,55.2016,39.4106,-106.741,1
0.94809,0.310562,-0.0683919,0,-0.314655,0.947282,-0.0604038,0,0.0460273,0.0787881,0.995828,0,55.2129,39.4129,-106.384,1
0.948114,0.310528,-0.0682013,0,-0.31461,0.947291,-0.0604968,0,0.0458205,0.0788147,0.995836,0,55.1696,39.4135,-106.006,1
0.948109,0.310544,-0.068209,0,-0.314627,0.947285,-0.060506,0,0.0458235,0.0788267,0.995835,0,55.1701,39.4306,-105.625,1
0.948086,0.310636,-0.068109,0,-0.314715,0.947251,-0.0605894,0,0.045695,0.0788789,0.995837,0,55.1096,39.4169,-105.228,1
0.948101,0.310584,-0.0681301,0,-0.314664,0.947268,-0.0605794,0,0.0457224,0.0788735,0.995836,0,55.1139,39.4368,-104.799,1
0.94807,0.31067,-0.0681733,0,-0.314751,0.947243,-0.0605234,0,0.0457739,0.0788381,0.995836,0,55.0857,39.4192,-104.354,1
0.948093,0.310635,-0.0680168,0,-0.314709,0.94725,-0.0606337,0,0.0455939,0.0788919,0.99584,0,55.0836,39.4307,-103.941,1
0.948095,0.310598,-0.0681578,0,-0.314678,0.947266,-0.0605439,0,0.0457588,0.0788492,0.995836,0,55.1278,39.4228,-103.473,1
0.948083,0.310646,-0.0681023,0,-0.314723,0.94725,-0.0605566,0,0.0456982,0.0788461,0.995839,0,55.1282,39.4017,-103.014,1
0.9481,0.310631,-0.067931,0,-0.31469,0.947268,-0.0604498,0,0.0455712,0.0786897,0.995857,0,55.1139,39.3879,-102.603,1
0.94811,0.3106,-0.0679403,0,-0.31466,0.947277,-0.0604614,0,0.0455789,0.0787021,0.995856,0,55.1203,39.4056,-102.137,1
0.948122,0.310597,-0.0677803,0,-0.314651,0.947271,-0.0606028,0,0.0453833,0.078786,0.995858,0,55.0535,39.4183,-101.707,1
0.948124,0.31058,-0.0678247,0,-0.314636,0.947278,-0.0605645,0,0.0454387,0.0787628,0.995857,0,55.0626,39.4086,-101.234,1
0.948128,0.310559,-0.0678683,0,-0.314616,0.947287,-0.0605264,0,0.0454937,0.0787393,0.995857,0,55.0797,39.4194,-100.531,1
0.948081,0.310679,-0.0679847,0,-0.314743,0.94725,-0.0604615,0,0.0456143,0.0787201,0.995853,0,55.0959,39.3921,-100.058,1
0.948101,0.310654,-0.0678153,0,-0.31471,0.947252,-0.0605945,0,0.0454142,0.0787919,0.995856,0,55.0833,39.4064,-99.6318,1
0.94809,0.310683,-0.0678386,0,-0.314739,0.947244,-0.0605682,0,0.0454422,0.0787756,0.995856,0,55.1005,39.3885,-99.1993,1
0.948093,0.310703,-0.0677062,0,-0.314756,0.94723,-0.0607035,0,0.0452725,0.0788635,0.995857,0,55.0769,39.391,-98.7895,1
0.948102,0.310666,-0.0677544,0,-0.314718,0.947248,-0.0606201,0,0.0453476,0.0787975,0.995859,0,55.0889,39.3874,-98.3589,1
0.948108,0.310676,-0.067612,0,-0.314723,0.947237,-0.0607618,0,0.0451673,0.0788878,0.99586,0,55.05,39.3995,-97.9963,1
0.948128,0.310619,-0.0675961,0,-0.314666,0.947256,-0.0607654,0,0.0451558,0.0788836,0.995861,0,55.0511,39.4155,-97.3726,1
0.948122,0.310616,-0.067699,0,-0.314667,0.94726,-0.0606856,0,0.0452786,0.07884,0.995858,0,55.0803,39.4061,-96.9531,1
0.948133,0.310606,-0.067591,0,-0.314652,0.94726,-0.0607631,0,0.0451528,0.0788792,0.995861,0,55.069,39.406,-96.5827,1
